authors,original_publication_year,original_title,title,average_rating,ratings_count,image_url,small_image_url,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,book_id,work_ratings_count
Joe Abercrombie,2015,Half the World,"Half the World (Shattered Sea, #2)",4.2,12396,https://images.gr-assets.com/books/1402314017m/22055283.jpg,https://images.gr-assets.com/books/1402314017s/22055283.jpg,2118114,2118114,2123548,26,385524382,9.78E+12,6060,18888
Natalie Goldberg,1986,Writing Down the Bones: Freeing the Writer Within,Writing Down the Bones: Freeing the Writer Within,4.17,18477,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,423156,423156,2236675,62,27436292,9.78E+12,6061,20838
Tad Williams,1996,City of Golden Shadow,"City of Golden Shadow (Otherland, #1)",3.9,19334,https://images.gr-assets.com/books/1329075235m/28695.jpg,https://images.gr-assets.com/books/1329075235s/28695.jpg,18774981,18774981,26680075,30,1451636016,9.78E+12,6062,20816
Charlaine Harris,2007,An Ice Cold Grave,"An Ice Cold Grave (Harper Connelly, #3)",3.95,26178,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,43037,43037,320876,21,192835149,9.78E+12,6063,28828
Katherine Paterson,1980,Jacob Have I Loved,Jacob Have I Loved,3.64,24920,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,95784,95784,31912,44,140277447,9.78E+12,6064,26710
"James Patterson, Liza Marklund",2010,The Postcard Killers,The Postcard Killers,3.78,18542,https://images.gr-assets.com/books/1344271030m/7134201.jpg,https://images.gr-assets.com/books/1344271030s/7134201.jpg,4005310,4005310,4051626,34,670020532,9.78E+12,6065,21176
"Julietta Suzuki, Tomo Kimura",2008,神様はじめました 1,"Kamisama Kiss, Vol. 1",4.38,20569,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,1627,1627,1795113,19,743271327,9.78E+12,6066,20727
D.J. MacHale,2004,Black Water,"Black Water (Pendragon, #5)",4.16,19634,https://images.gr-assets.com/books/1431981444m/147801.jpg,https://images.gr-assets.com/books/1431981444s/147801.jpg,73080,73080,776136,55,380782340,9.78E+12,6067,20300
Agatha Christie,1942,Five Little Pigs,"Five Little Pigs (Hercule Poirot, #24)",3.95,19618,https://images.gr-assets.com/books/1429422068m/121648.jpg,https://images.gr-assets.com/books/1429422068s/121648.jpg,17934416,17934416,25142278,22,1250010098,9.78E+12,6068,24748
China Miéville,2011,Embassytown,Embassytown,3.86,17388,https://images.gr-assets.com/books/1320470326m/9265453.jpg,https://images.gr-assets.com/books/1320470326s/9265453.jpg,78985,78985,1758882,46,033041335X,9.78E+12,6069,20516
Arthur Conan Doyle,1927,"Sherlock Holmes: The Complete Novels and Stories, Volume I","Sherlock Holmes: The Complete Novels and Stories, Volume I",4.45,17950,https://images.gr-assets.com/books/1320490450m/3581.jpg,https://images.gr-assets.com/books/1320490450s/3581.jpg,48318,48318,113614,100,374266514,9.78E+12,6070,18082
Dorothy L. Sayers,1930,Strong Poison,"Strong Poison (Lord Peter Wimsey, #6)",4.14,18578,https://images.gr-assets.com/books/1486963427m/246225.jpg,https://images.gr-assets.com/books/1486963427s/246225.jpg,15843166,15843166,21585451,26,762447699,9.78E+12,6071,20858
Gary Larson,1984,The Far Side Gallery,The Far Side Gallery,4.42,20022,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6104943,6104943,6282264,29,755328175,9.78E+12,6072,20119
Julie Kagawa,2013,The Eternity Cure,"The Eternity Cure (Blood of Eden, #2)",4.26,27278,https://images.gr-assets.com/books/1362772965m/13581990.jpg,https://images.gr-assets.com/books/1362772965s/13581990.jpg,32429,32429,2771826,54,425208435,9.78E+12,6073,29341
J.D. Robb,1998,Holiday in Death,"Holiday in Death (In Death, #7)",4.31,24511,https://images.gr-assets.com/books/1389932347m/238125.jpg,https://images.gr-assets.com/books/1389932347s/238125.jpg,7937744,7937744,11345814,21,316123404,9.78E+12,6074,27473
Tarryn Fisher,2013,Thief,"Thief (Love Me with Lies, #3)",4.4,28533,https://images.gr-assets.com/books/1361401256m/16090981.jpg,https://images.gr-assets.com/books/1361401256s/16090981.jpg,7785207,7785207,10722156,8,,,6075,28779
Sheila Turnage,2012,,"Three Times Lucky (Tupelo Landing, #1)",4.01,17797,https://images.gr-assets.com/books/1424981822m/11737313.jpg,https://images.gr-assets.com/books/1424981822s/11737313.jpg,330947,330947,1808829,71,440240948,9.78E+12,6076,18300
Ann Rule,1987,Small Sacrifices: A True Story of Passion and Murder,Small Sacrifices: A True Story of Passion and Murder,4.2,17384,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20299683,20299683,28133255,9,1607069458,9.78E+12,6077,18261
Chris Bohjalian,2016,,The Guest Room,3.68,14635,https://images.gr-assets.com/books/1432679414m/25430584.jpg,https://images.gr-assets.com/books/1432679414s/25430584.jpg,81903,81903,1726,178,425173747,9.78E+12,6078,18581
"Avery Monsen, Jory John",2010,All My Friends Are Dead,All My Friends Are Dead,4.24,19423,https://images.gr-assets.com/books/1330386466m/8044557.jpg,https://images.gr-assets.com/books/1330386466s/8044557.jpg,77161,77161,1357544,78,1594480036,9.78E+12,6079,20096
Matthew Reilly,2007,The Six Sacred Stones,"The Six Sacred Stones (Jack West Jr, #2)",4.16,17064,https://images.gr-assets.com/books/1303511210m/617526.jpg,https://images.gr-assets.com/books/1303511210s/617526.jpg,2798094,2798094,2823886,25,345495934,9.78E+12,6080,18401
Tite Kubo,2004,Bleach―ブリーチ― 15,"Bleach, Volume 15",4.41,17078,https://images.gr-assets.com/books/1417981626m/2879.jpg,https://images.gr-assets.com/books/1417981626s/2879.jpg,21420473,21420473,40725766,5,,,6081,17168
Sidney Sheldon,1976,A Stranger in the Mirror,A Stranger In The Mirror,3.61,15606,https://images.gr-assets.com/books/1418330902m/115130.jpg,https://images.gr-assets.com/books/1418330902s/115130.jpg,18774020,18774020,26407781,18,316250813,9.78E+12,6082,16639
"Isak Dinesen, Karen Blixen",1937,Out of Africa,Out of Africa,3.96,21687,https://images.gr-assets.com/books/1178296503m/781787.jpg,https://images.gr-assets.com/books/1178296503s/781787.jpg,116295,116295,18659768,5,552144312,9.78E+12,6083,24185
Nassim Nicholas Taleb,2012,Antifragile: Things That Gain from Disorder,Antifragile: Things That Gain from Disorder,4.04,16184,https://images.gr-assets.com/books/1352422827m/13530973.jpg,https://images.gr-assets.com/books/1352422827s/13530973.jpg,197512,197512,184783,16,786818697,9.78E+12,6084,18506
Sam Harris,2012,Free Will,Free Will,3.83,15647,https://images.gr-assets.com/books/1332196118m/13259270.jpg,https://images.gr-assets.com/books/1332196118s/13259270.jpg,25131600,25131600,44828548,30,080417766X,9.78E+12,6085,16913
Marieke Nijkamp,2016,This Is Where It Ends,This Is Where It Ends,3.63,23764,https://images.gr-assets.com/books/1431358364m/24529123.jpg,https://images.gr-assets.com/books/1431358364s/24529123.jpg,263148,263148,255086,28,60776250,9.78E+12,6086,27137
Rachel Vincent,2007,Stray,"Stray (Shifters, #1)",3.79,29063,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16349,16349,6568307,188,7120699,9.78E+12,6087,30462
Rebecca Stead,2012,Liar & Spy,Liar & Spy,3.81,18990,https://images.gr-assets.com/books/1336000458m/13262061.jpg,https://images.gr-assets.com/books/1336000458s/13262061.jpg,15808287,15808287,21532921,13,525953612,9.78E+12,6088,20582
Steven Pinker,2002,The Blank Slate: The Modern Denial of Human Nature,The Blank Slate: The Modern Denial of Human Nature,4.07,15647,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,545425,545425,532703,88,9953320993,,6089,16429
Meg Cabot,2009,Being Nikki,"Being Nikki (Airhead, #2)",3.87,25531,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,12547098,12547098,17534296,31,307460207,9.78E+12,6090,26565
"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606,The Tragedie of Antony and Cleopatra,Antony and Cleopatra,3.67,20594,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,21849362,21849362,41120683,30,,,6091,24111
Zane,1998,Addicted,Addicted,4.26,13677,https://images.gr-assets.com/books/1266487564m/169331.jpg,https://images.gr-assets.com/books/1266487564s/169331.jpg,920143,920143,596404,8,823404706,9.78E+12,6092,15180
Laurelin Paige,2013,Found in You,"Found in You (Fixed, #2)",4.27,27097,https://images.gr-assets.com/books/1377584166m/17930773.jpg,https://images.gr-assets.com/books/1377584166s/17930773.jpg,153865,153865,1368691,47,439995442,9.78E+12,6093,29262
Lara Adrian,2008,Midnight Rising,"Midnight Rising (Midnight Breed, #4)",4.23,26597,https://images.gr-assets.com/books/1320404514m/1928873.jpg,https://images.gr-assets.com/books/1320404514s/1928873.jpg,12204857,12204857,16815240,47,857203312,9.78E+12,6094,28662
Karin Slaughter,2002,Kisscut,"Kisscut (Grant County, #2)",4.12,18833,https://images.gr-assets.com/books/1348096108m/21719.jpg,https://images.gr-assets.com/books/1348096108s/21719.jpg,18077875,18077875,25369241,29,804137382,9.78E+12,6095,22250
"Miranda July, Brigitte Sire",2011,,It Chooses You,3.88,16044,https://images.gr-assets.com/books/1328693226m/11266880.jpg,https://images.gr-assets.com/books/1328693226s/11266880.jpg,16188,16188,3969,37,743249291,9.78E+12,6096,16375
"Hubert Selby Jr., Gilbert Sorrentino",1964,Last Exit to Brooklyn,Last Exit to Brooklyn,3.94,15491,https://images.gr-assets.com/books/1362815242m/50275.jpg,https://images.gr-assets.com/books/1362815242s/50275.jpg,6670,6670,1327019,89,141311290,9.78E+12,6097,17573
"Mario Vargas Llosa, Edith Grossman",2000,La fiesta del chivo,The Feast of the Goat,4.22,10961,https://images.gr-assets.com/books/1439920504m/53969.jpg,https://images.gr-assets.com/books/1439920504s/53969.jpg,15717721,15717721,21388692,32,,,6098,17158
Jordan Sonnenblick,2004,"Drums, Girls & Dangerous Pie","Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",4.25,18551,https://images.gr-assets.com/books/1377989934m/318404.jpg,https://images.gr-assets.com/books/1377989934s/318404.jpg,16079228,18615935,21876920,11,,,6099,20877
Miranda July,2015,The First Bad Man,The First Bad Man,3.58,15560,https://images.gr-assets.com/books/1421037741m/21412400.jpg,https://images.gr-assets.com/books/1421037741s/21412400.jpg,16053316,16053316,21837591,17,,,6100,17298
Tad Williams,1993,To Green Angel Tower (Storm),"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",4.19,18356,https://images.gr-assets.com/books/1309992900m/28698.jpg,https://images.gr-assets.com/books/1309992900s/28698.jpg,30658,30658,6299110,234,872201929,9.78E+12,6101,19413
Jay Crownover,2013,Jet,"Jet (Marked Men, #2)",4.09,32332,https://images.gr-assets.com/books/1367338347m/17204860.jpg,https://images.gr-assets.com/books/1367338347s/17204860.jpg,17491,17491,310727,38,749748001,9.78E+12,6102,33587
John Banville,2005,The Sea,The Sea,3.49,16558,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17286162,17286162,23905943,13,,,6103,18999
"James Patterson, David Ellis",2014,Invisible,Invisible,4.05,14518,https://images.gr-assets.com/books/1403166141m/18656055.jpg,https://images.gr-assets.com/books/1403166141s/18656055.jpg,16204,16204,3274683,473,1592243002,9.78E+12,6104,18967
Dean Koontz,1993,Mr. Murder,Mr. Murder,3.72,19904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,11866694,11866694,16823763,23,1401340873,9.78E+12,6105,20738
Gail Carriger,2010,Changeless,"Changeless (Parasol Protectorate, #2)",4,30703,https://images.gr-assets.com/books/1292566141m/6933876.jpg,https://images.gr-assets.com/books/1292566141s/6933876.jpg,57605,57605,56119,11,307444058,9.78E+12,6106,33464
L.E. Modesitt Jr.,1991,The Magic of Recluce,The Magic of Recluce (The Saga of Recluce #1),3.84,18879,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,25279165,25279165,45005209,18,345528697,9.78E+12,6107,19809
Ben H. Winters,2012,The Last Policeman,"The Last Policeman (The Last Policeman, #1)",3.76,14725,https://images.gr-assets.com/books/1344370646m/13330370.jpg,https://images.gr-assets.com/books/1344370646s/13330370.jpg,229145,229145,1101695,18,1591828783,9.78E+12,6108,18664
George R. Stewart,1949,Earth Abides,Earth Abides,3.96,17200,https://images.gr-assets.com/books/1320505234m/93269.jpg,https://images.gr-assets.com/books/1320505234s/93269.jpg,23217,23217,3239501,34,60525126,9.78E+12,6109,19106
"Douglas Preston, Lincoln Child",1999,Thunderhead,Thunderhead,4.09,19704,https://images.gr-assets.com/books/1344263984m/136636.jpg,https://images.gr-assets.com/books/1344263984s/136636.jpg,12072362,12072362,18597688,4,61997188,9.78E+12,6110,20863
Thea Harrison,2011,Dragon bound,"Dragon Bound (Elder Races, #1)",4.13,29920,https://images.gr-assets.com/books/1312822853m/9637479.jpg,https://images.gr-assets.com/books/1312822853s/9637479.jpg,12706435,12706435,17839042,10,,,6111,32622
L.M. Montgomery,1919,Rainbow Valley,"Rainbow Valley (Anne of Green Gables, #7)",4,27353,https://images.gr-assets.com/books/1403192556m/77395.jpg,https://images.gr-assets.com/books/1403192556s/77395.jpg,232577,232577,1228514,25,061808360X,9.78E+12,6112,29297
Stephen King,2005,The Colorado Kid,The Colorado Kid (Hard Case Crime #13),3.28,19406,https://images.gr-assets.com/books/1422099676m/10574.jpg,https://images.gr-assets.com/books/1422099676s/10574.jpg,7663,7663,2651727,57,451210638,9.78E+12,6113,22522
"Diane Mowat, W.W. Jacobs",1902,The Monkey's Paw,The Monkey's Paw (Oxford Bookworms),3.85,18113,https://images.gr-assets.com/books/1297721168m/351064.jpg,https://images.gr-assets.com/books/1297721168s/351064.jpg,16045140,16045140,21823357,34,805097457,9.78E+12,6114,18209
"Jerry Bridges, Foster W. Cline, Jim Fay",1978,The Pursuit of Holiness,The Pursuit of Holiness,4.28,14574,https://images.gr-assets.com/books/1372784705m/260791.jpg,https://images.gr-assets.com/books/1372784705s/260791.jpg,16096873,16096873,21905189,39,,,6115,14915
Lisa Kleypas,2004,Again the Magic ,"Again the Magic (Wallflowers, #0)",4.05,24978,https://images.gr-assets.com/books/1418771403m/674220.jpg,https://images.gr-assets.com/books/1418771403s/674220.jpg,28959148,28959148,49185839,10,,,6116,26425
Anne Rivers Siddons,1998,Low Country,Low Country,3.96,16364,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,6115138,6115138,6293210,42,312374976,9.78E+12,6117,16586
Jennifer Donnelly,2010,Revolution,Revolution,4.02,20607,https://images.gr-assets.com/books/1320530843m/7558747.jpg,https://images.gr-assets.com/books/1320530843s/7558747.jpg,12119529,12119529,17088822,12,425256227,9.78E+12,6118,24843
Eric S. Nylund,2001,The Fall of Reach,Halo: The Fall of Reach,4.25,14525,https://images.gr-assets.com/books/1436746591m/60229.jpg,https://images.gr-assets.com/books/1436746591s/60229.jpg,79649,79649,3200341,281,413771008,9.78E+12,6119,16539
Kim Harrison,2013,,"Ever After (The Hollows, #11)",4.45,22312,https://images.gr-assets.com/books/1345396768m/13241659.jpg,https://images.gr-assets.com/books/1345396768s/13241659.jpg,7717482,7717482,44805656,112,4103534257,9.78E+12,6120,26031
Nathan  Hill,2016,The Nix,The Nix,4.12,20807,https://images.gr-assets.com/books/1474083394m/28251002.jpg,https://images.gr-assets.com/books/1474083394s/28251002.jpg,93723,93723,2425604,32,330418874,9.78E+12,6121,25260
Bill Watterson,1989,The Calvin and Hobbes Lazy Sunday Book,The Calvin and Hobbes Lazy Sunday Book,4.66,18641,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,402015,402015,1057985,47,60097477,9.78E+12,6122,18840
J. Sheridan Le Fanu,1872,Carmilla,Carmilla,3.83,21582,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,348,348,2055615,75,345413997,9.78E+12,6123,24992
Melina Marchetta,2003,Saving Francesca,Saving Francesca,3.97,24398,https://images.gr-assets.com/books/1327865374m/82434.jpg,https://images.gr-assets.com/books/1327865374s/82434.jpg,316445,316445,1532237,19,316011274,9.78E+12,6124,27392
K.A. Linde,2012,Avoiding Commitment,"Avoiding Commitment (Avoiding, #1)",3.85,28253,https://images.gr-assets.com/books/1343768792m/13345975.jpg,https://images.gr-assets.com/books/1343768792s/13345975.jpg,14280,14280,2040369,82,1400077915,9.78E+12,6125,29510
"James Patterson, Maxine Paetro",2012,Confessions of a murder suspect,"Confessions of a Murder Suspect (Confessions, #1)",3.89,19223,https://images.gr-assets.com/books/1377041438m/13521399.jpg,https://images.gr-assets.com/books/1377041438s/13521399.jpg,886066,886066,871329,29,1841494186,9.78E+12,6126,22686
"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005,Y: The Last Man Vol. 6: Girl on Girl,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",4.21,20974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17825503,17825503,24567191,17,,,6127,21255
Jerry Spinelli,2003,Milkweed,Milkweed,4,19461,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,3103,3103,2394184,75,393310329,9.78E+12,6128,20592
William Gibson,1993,Virtual Light,"Virtual Light (Bridge, #1)",3.84,16273,https://images.gr-assets.com/books/1409238094m/22326.jpg,https://images.gr-assets.com/books/1409238094s/22326.jpg,10402992,10402992,14854113,37,1441836314,9.78E+12,6129,18445
Craig Ferguson,2009,American on Purpose,American on Purpose: The Improbable Adventures of an Unlikely Patriot,3.96,17033,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,52350,52350,1534281,61,60080841,9.78E+12,6130,18429
Charlotte Rogan,2012,The Lifeboat,The Lifeboat,3.2,18260,https://images.gr-assets.com/books/1344266875m/12888599.jpg,https://images.gr-assets.com/books/1344266875s/12888599.jpg,161156,161156,1413765,73,671890913,9.78E+12,6131,20594
"Henryk Sienkiewicz, W.S. Kuniczak",1895,Quo vadis?,Quo Vadis,4.13,18466,https://images.gr-assets.com/books/1340709653m/538845.jpg,https://images.gr-assets.com/books/1340709653s/538845.jpg,6426,6426,3178484,37,60584033,9.78E+12,6132,20371
Amy Ewing,2014,The Jewel,"The Jewel (The Lone City, #1)",3.86,21247,https://images.gr-assets.com/books/1392220609m/16068780.jpg,https://images.gr-assets.com/books/1392220609s/16068780.jpg,215541,215541,1946186,36,743437349,9.78E+12,6133,25469
Chris d'Lacey,2001,The Fire Within,"The Fire Within (The Last Dragon Chronicles, #1)",3.76,22634,https://images.gr-assets.com/books/1362325249m/312043.jpg,https://images.gr-assets.com/books/1362325249s/312043.jpg,6528034,6528034,6719993,47,446195510,9.78E+12,6134,23309
"Raymond E. Feist, Janny Wurts",1990,"Servant of the Empire (The Empire Trilogy, #2)","Servant of the Empire (The Empire Trilogy, #2)",4.27,20016,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,317504,317504,2960486,31,553561189,9.78E+12,6135,21476
Anna Todd,2013,After We Collided,"After We Collided (After, #2)",3.73,16338,https://images.gr-assets.com/books/1416788471m/22540125.jpg,https://images.gr-assets.com/books/1416788471s/22540125.jpg,11410430,11410430,16343248,12,62117181,9.78E+12,6136,24827
Tony Horwitz,1998,Confederates in the Attic: Dispatches from the Unfinished Civil War,Confederates in the Attic: Dispatches from the Unfinished Civil War,4.08,16792,https://images.gr-assets.com/books/1428284996m/38855.jpg,https://images.gr-assets.com/books/1428284996s/38855.jpg,20706316,20706316,40026661,23,316376116,9.78E+12,6137,17389
Matthew Reilly,2005,Seven Ancient Wonders,"Seven Deadly Wonders (Jack West Jr, #1)",4.08,15374,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,233637,233637,3308013,47,448095025,9.78E+12,6138,18406
Cherrie Lynn,2009,,"Unleashed (Ross Siblings, #1)",3.89,27833,https://images.gr-assets.com/books/1384805371m/7202825.jpg,https://images.gr-assets.com/books/1384805371s/7202825.jpg,369110,369110,1799308,26,449205622,9.78E+12,6139,29404
Larissa Ione,2009,Desire Unchained (Shadow Lover),Desire Unchained (Demonica #2),4.25,26939,https://images.gr-assets.com/books/1344268874m/4497978.jpg,https://images.gr-assets.com/books/1344268874s/4497978.jpg,13390528,13390528,18621486,48,62073125,9.78E+12,6140,28519
"Dean Koontz, Leigh Nichols",2000,Cold Fire ; Hideaway; The Key to Midnight,Cold Fire / Hideaway / The Key to Midnight,4.16,17581,https://images.gr-assets.com/books/1309287773m/21323.jpg,https://images.gr-assets.com/books/1309287773s/21323.jpg,1317181,1317181,19079807,8,185549664X,9.78E+12,6141,17581
Dan Wells,2009,"I Am Not A Serial Killer (John Cleaver, #1)","I Am Not A Serial Killer (John Cleaver, #1)",3.77,18878,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,97862,97862,2226182,12,310247527,25986247522,6142,22460
Fannie Flagg,1998,"Welcome to the World, Baby Girl!","Welcome to the World, Baby Girl! (Elmwood Springs, #1)",3.84,18307,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,8935153,8935153,13811777,23,425241130,9.78E+12,6143,19738
Irvine Welsh,1998,Filth,Filth,3.76,16162,https://images.gr-assets.com/books/1452500604m/23966.jpg,https://images.gr-assets.com/books/1452500604s/23966.jpg,34508,34508,34479,4,413772195,9.78E+12,6144,17671
Lori Lansens,2005,The Girls,The Girls,3.79,16201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,29367958,29367958,48358625,6,,,6145,18125
Janet Evanovich,2016,Turbo Twenty-Three,"Turbo Twenty-Three (Stephanie Plum, #23)",3.75,15021,https://images.gr-assets.com/books/1453745203m/28686830.jpg,https://images.gr-assets.com/books/1453745203s/28686830.jpg,170632,170632,1310853,72,1416516743,9.78E+12,6146,23148
Sandra Brown,1999,The Alibi,The Alibi,4.03,17729,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,487445,487445,475721,31,385341598,9.78E+12,6147,19454
Wiley Cash,2012,A Land More Kind Than Home,A Land More Kind Than Home,3.84,15318,https://images.gr-assets.com/books/1332536334m/12408149.jpg,https://images.gr-assets.com/books/1332536334s/12408149.jpg,106128,106128,1154616,72,743233492,9.78E+12,6148,18146
Ann M. Martin,1986,Kristy's Great Idea,"Kristy's Great Idea (The Baby-Sitters Club, #1)",3.94,21952,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,10865206,10865206,17553514,38,1583334386,9.78E+12,6149,23186
Sheri  Fink,2013,,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,3.87,15344,https://images.gr-assets.com/books/1380120962m/17704902.jpg,https://images.gr-assets.com/books/1380120962s/17704902.jpg,279561,279561,1775843,35,345457714,9.78E+12,6150,17296
"Henning Mankell, Steven T. Murray",1996,Den femte kvinnan,"The Fifth Woman (Kurt Wallander, #6)",4.02,16094,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,21720,21720,1952659,60,038533947X,9.78E+12,6151,18381
"Guy de Maupassant, Douglas Parmée",1885,Bel-Ami,Bel-Ami,3.81,17016,https://images.gr-assets.com/books/1366389912m/780581.jpg,https://images.gr-assets.com/books/1366389912s/780581.jpg,9647532,9647532,18280046,19,765328542,9.78E+12,6152,20752
Norman Maclean,1976,A River Runs Through It and Other Stories,A River Runs Through It and Other Stories,4.17,16501,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,643974,643974,62899,60,449221512,9.78E+12,6153,18116
"María Dueñas, Daniel Hahn",2009,El tiempo entre costuras,The Time in Between,4.04,10166,https://images.gr-assets.com/books/1319148738m/10836813.jpg,https://images.gr-assets.com/books/1319148738s/10836813.jpg,5809,5809,2999000,62,2020418770,9.78E+12,6154,18470
Toni Morrison,1997,,Paradise,3.77,17524,https://images.gr-assets.com/books/1327935897m/5198.jpg,https://images.gr-assets.com/books/1327935897s/5198.jpg,989313,989313,19248724,7,1593080212,9.78E+12,6155,19079
William Gibson,1996,Idoru,Idoru (Bridge #2),3.78,16099,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,472025,472025,1043242,68,671203231,9.78E+12,6156,17933
