book_id,goodreads_book_id,authors,original_publication_year,original_title,title,average_rating,ratings_count,image_url
4447,139220,Lilian Jackson Braun,1966,The Cat Who Could Read Backwards,"The Cat Who Could Read Backwards (Cat Who..., #1)",3.84,23114,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4448,241823,Nyrae Dawn,2012,Charade,"Charade (Games, #1)",3.98,35216,https://images.gr-assets.com/books/1357756816m/15993374.jpg
4449,169879,"Rick Riordan, Haley Riordan",2012,The Demigod Diaries,The Demigod Diaries,4.19,28461,https://images.gr-assets.com/books/1328573978m/12959086.jpg
4450,56452,Courtney Cole,2013,If You Stay,"If You Stay (Beautifully Broken, #1)",3.94,31388,https://images.gr-assets.com/books/1355661483m/17032328.jpg
4451,2467566,"Neil Patrick Harris, David Javerbaum, Antony Hare",2014,Neil Patrick Harris: Choose Your Own Autobiography,Neil Patrick Harris: Choose Your Own Autobiography,3.86,21596,https://images.gr-assets.com/books/1400599072m/20170296.jpg
4452,54270,Kathy Reichs,1999,Death du Jour,"Death du Jour (Temperance Brennan, #2)",3.96,27715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4453,31098,Josh McDowell,1977,More Than a Carpenter,More Than a Carpenter,4.19,19269,https://images.gr-assets.com/books/1439771268m/313631.jpg
4454,4201106,Cherie Priest,2009,Boneshaker ,"Boneshaker (The Clockwork Century, #1)",3.5,26202,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4455,12951824,Rita Mae Brown,1973,Rubyfruit Jungle,Rubyfruit Jungle,3.88,22583,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4456,12368985,Lauren Kate,2012,Fallen in Love,"Fallen in Love (Fallen, #3.5)",3.77,30759,https://images.gr-assets.com/books/1362339849m/12588363.jpg
4457,783127,Raina Telgemeier,2014,Sisters,Sisters,4.29,23347,https://images.gr-assets.com/books/1411022689m/18225810.jpg
4458,7150174,D.J. MacHale,2003,The Never War,"The Never War (Pendragon, #3)",4.12,24219,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4459,33727,Terry Brooks,1992,The Elf Queen of Shannara ,"The Elf Queen of Shannara (Heritage of Shannara, #3)",4.02,23895,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4460,8537327,Brian Jacques,1990,Mattimeo,"Mattimeo (Redwall, #3)",4.02,26345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4461,12995284,James S.A. Corey,2015,Nemesis Games,"Nemesis Games (The Expanse, #5)",4.37,20681,https://images.gr-assets.com/books/1407524221m/22886612.jpg
4462,13323842,Marianne Williamson,1992,"A Return to Love: Reflections on the Principles of ""A Course in Miracles""","A Return to Love: Reflections on the Principles of ""A Course in Miracles""",4.29,19144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4463,349254,David Baldacci,2009,First Family,"First Family (Sean King & Michelle Maxwell, #4)",3.98,22203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4464,37875,Charles Portis,1968,True Grit,True Grit,4.12,21199,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4465,7099273,Susan  Jeffers,1987,Feel The Fear And Do It Anyway: How to Turn Your Fear and Indecision into Confidence and Action,Feel the Fear and Do It Anyway,4.01,18278,https://images.gr-assets.com/books/1363288028m/653396.jpg
4466,86643,Katy Evans,2013,Mine,"Mine (Real, #2)",4.29,39411,https://images.gr-assets.com/books/1377178049m/17792606.jpg
4467,89284,Matthew Dicks,2012,Memoirs of an Imaginary Friend,Memoirs of an Imaginary Friend,4.1,18344,https://images.gr-assets.com/books/1343851908m/13538552.jpg
4468,1429082,"Salman Rushdie, Paul Birkbeck",1990,Haroun and the Sea of Stories,"Haroun and the Sea of Stories (Khalifa Brothers, #1)",4.01,19221,https://images.gr-assets.com/books/1419913148m/4835.jpg
4469,73086,Susan Crandall,2013,,Whistling Past the Graveyard,4.04,20168,https://images.gr-assets.com/books/1360518751m/16058610.jpg
4470,7815744,Kresley Cole,2012,Poison Princess,"Poison Princess (The Arcana Chronicles, #1)",4.14,25679,https://images.gr-assets.com/books/1356422925m/13450339.jpg
4471,12358,Paullina Simons,2003,"Tatiana and Alexander (The Bronze Horseman, #2)","Tatiana and Alexander (The Bronze Horseman, #2)",4.3,20654,https://images.gr-assets.com/books/1390089221m/83143.jpg
4472,34898,Brian Staveley,2014,The Emperor's Blades,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",4.15,19877,https://images.gr-assets.com/books/1369246817m/17910124.jpg
4473,18505832,Monica Ali,2003,Brick Lane,Brick Lane,3.38,21002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4474,141526,Sally Green,2014,Half Bad,"Half Bad (The Half Bad Trilogy, #1)",3.8,26913,https://images.gr-assets.com/books/1413889712m/18079804.jpg
4475,32416,"Nikos Kazantzakis, Νίκος Καζαντζάκης",1946,Βίος και πολιτεία του Αλέξη Ζορμπά,Zorba the Greek,4.1,15203,https://images.gr-assets.com/books/1328007439m/53639.jpg
4476,238126,"William H. Armstrong, James Barkley",1969,Sounder,Sounder,3.96,24061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4477,6696602,"Lawrence M. Krauss, Richard Dawkins",2012,A Universe from Nothing: Why There Is Something Rather Than Nothing,A Universe from Nothing: Why There Is Something Rather Than Nothing,3.92,17204,https://images.gr-assets.com/books/1365217267m/11337189.jpg
4478,2149535,"Slash, Anthony Bozza",2007,Slash,Slash,3.96,17989,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4479,5933841,Nalini Singh,2010,,"Archangel's Kiss (Guild Hunter, #2)",4.24,35843,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4480,10914,Rachel Hawkins,2014,Rebel Belle,"Rebel Belle (Rebel Belle, #1)",3.88,30506,https://images.gr-assets.com/books/1371650817m/8475505.jpg
4481,6945530,Tess Gerritsen,2006,The Mephisto Club,"The Mephisto Club (Rizzoli & Isles, #6)",4.01,23378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4482,86147,Francine Rivers,1995,The Scarlet Thread ,The Scarlet Thread ,4.14,21233,https://images.gr-assets.com/books/1406510347m/73297.jpg
4483,16158519,Bill Watterson,1996,It's a Magical World: A Calvin and Hobbes Collection,It's a Magical World: A Calvin and Hobbes Collection,4.75,22351,https://images.gr-assets.com/books/1437420710m/24814.jpg
4484,14755,"Gene Luen Yang, Bryan Konietzko, Michael Dante DiMartino, Gurihiru",2012,,"Avatar: The Last Airbender (The Promise, #1)",4.24,18771,https://images.gr-assets.com/books/1335027742m/12413836.jpg
4485,1894269,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre",1943,L'être et le néant,Being and Nothingness,3.94,19897,https://images.gr-assets.com/books/1329978583m/10033.jpg
4487,6337006,"Rachel Carson, Linda Lear, Edward O. Wilson",1962,Silent Spring,Silent Spring,3.94,24027,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4488,858037,Brandon Sanderson,2012,Legion,"Legion (Legion, #1)",4.13,20291,https://images.gr-assets.com/books/1338512017m/13452375.jpg
4489,51799,Holly Madison,2015,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,3.4,13213,https://images.gr-assets.com/books/1427158803m/23215469.jpg
4490,9893331,James Patterson,2011,Kill Alex Cross,Kill Alex Cross (Alex Cross #18),4,20206,https://images.gr-assets.com/books/1338802382m/10343389.jpg
4491,25010281,Nadia Hashimi,2014,The Pearl that Broke Its Shell,The Pearl That Broke Its Shell,4.12,19016,https://images.gr-assets.com/books/1384543130m/18505784.jpg
4492,13530981,"Scott Westerfeld, Keith Thompson",2010,Behemoth,"Behemoth (Leviathan, #2)",4.18,30049,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4493,1767779,Martha Stout,2005,The Sociopath Next Door,The Sociopath Next Door,3.75,21550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4494,40223,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,"Y: The Last Man, Vol. 8: Kimono Dragons","Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)",4.22,23842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4495,5787,Jeff Kinney,2007,,Do-It-Yourself Book (Diary of a Wimpy Kid),4.17,20534,https://images.gr-assets.com/books/1261505077m/3157876.jpg
4496,18134249,Dan Brown,2003,,"Angels and Demons / The Da Vinci Code (Robert Langdon, #1-2)",4.19,18711,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4497,2054,Jennifer Donnelly,2002,The Tea Rose,"The Tea Rose (The Tea Rose, #1)",4.18,22448,https://images.gr-assets.com/books/1327888567m/261331.jpg
4498,2050,Ben Aaronovitch,2011,Moon Over Soho,"Moon Over Soho (Peter Grant, #2)",4.1,16566,https://images.gr-assets.com/books/1320411169m/8680418.jpg
4499,24779,Charles Belfoure,2013,The Paris Architect,The Paris Architect,3.98,18925,https://images.gr-assets.com/books/1375064865m/17456328.jpg
4500,6289938,"Morgan Rhodes, Michelle Rowen",2012,Falling Kingdoms,"Falling Kingdoms (Falling Kingdoms, #1)",3.83,32623,https://images.gr-assets.com/books/1337026387m/12954620.jpg
4501,508903,"Esther Hicks, Jerry Hicks, Wayne W. Dyer",2004,Ask and It Is Given: Learning to Manifest Your Desires,Ask and It Is Given: Learning to Manifest Your Desires,4.18,17170,https://images.gr-assets.com/books/1390062620m/244383.jpg
4502,15993374,"Isabel Allende, Margaret Sayers Peden",2009,La isla bajo el mar,Island Beneath the Sea,4.01,18864,https://images.gr-assets.com/books/1501991943m/7005479.jpg
4503,12959086,"Henry Fielding, Thomas Keymer, Alice Wakely",1749,"The History of Tom Jones, a Foundling","The History of Tom Jones, a Foundling",3.73,24718,https://images.gr-assets.com/books/1444450775m/99329.jpg
4504,17032328,Sherwood Anderson,1919,"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life","Winesburg, Ohio",3.84,20125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4505,20170296,Jamie McGuire,2015,Beautiful Redemption,"Beautiful Redemption (The Maddox Brothers, #2)",4.15,28845,https://images.gr-assets.com/books/1418155511m/22717015.jpg
4506,128756,Sue Grafton,1986,C is for Corpse,"C is for Corpse  (Kinsey Millhone, #3)",3.87,29204,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4507,313631,"Brian K. Vaughan, Pia Guerra, José Marzán Jr.",2004,Y: The Last Man Vol. 5: Ring of Truth,"Y: The Last Man, Vol. 5: Ring of Truth (Y: The Last Man, #5)",4.27,24606,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4508,1137215,Joanne Harris,2001,Five Quarters of the Orange,Five Quarters of the Orange,3.83,23332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4510,165395,Douglas Coupland,1995,Microserfs,Microserfs,3.88,19516,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4511,12588363,"Matthew Inman, The Oatmeal",2012,How to Tell If Your Cat Is Plotting to Kill You,How to Tell If Your Cat Is Plotting to Kill You,3.95,22994,https://images.gr-assets.com/books/1461518764m/15799936.jpg
4512,18225810,David Baldacci,2007,Simple Genius,"Simple Genius (Sean King & Michelle Maxwell, #3)",3.89,22171,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4513,536982,Anita Shreve,2004,Light on Snow,Light on Snow,3.56,22845,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4514,15566,Darren Shan,2001,"Vampire Mountain (Cirque du Freak, #4) ","Vampire Mountain (Cirque Du Freak, #4)",4.16,23847,https://images.gr-assets.com/books/1255813254m/8960.jpg
4515,201342,Philip K. Dick,1965,The Three Stigmata of Palmer Eldritch,The Three Stigmata of Palmer Eldritch,4.01,20140,https://images.gr-assets.com/books/1338461946m/14185.jpg
4516,22886612,"Haruki Murakami, Ted Goossen",2005,ふしぎな図書館  Fushigi na toshokan,The Strange Library,3.55,18806,https://images.gr-assets.com/books/1419549475m/23128304.jpg
4517,845977,Kurt Vonnegut Jr.,1982,Deadeye Dick,Deadeye Dick,3.8,19212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4518,5509321,Rhonda Byrne,2009,"The Power (The Secret, #2)","The Power (The Secret, #2)",4.09,16917,https://images.gr-assets.com/books/1366245447m/8579016.jpg
4519,257845,"Diana L. Paxson, Marion Zimmer Bradley",2004,Ancestors of Avalon ,"Ancestors of Avalon (Avalon, #5)",3.89,21408,https://images.gr-assets.com/books/1311305924m/181886.jpg
4520,653396,"Per Petterson, Anne Born",2003,Ut og stjæle hester,Out Stealing Horses,3.79,19199,https://images.gr-assets.com/books/1317791439m/398323.jpg
4521,17792606,"Doug Moench, Chuck Dixon, Jim Aparo, Norm Breyfogle, Graham Nolan, Jim Balent",1993,"Batman: Knightfall, Part One: Broken Bat","Batman: Knightfall, Vol. 1: Broken Bat",4.08,18298,https://images.gr-assets.com/books/1376156963m/51078.jpg
4522,13538552,"Brian K. Vaughan, Fiona Staples",2015,"Saga, Volume Five","Saga, Vol. 5 (Saga, #5)",4.44,29429,https://images.gr-assets.com/books/1486028990m/25451555.jpg
4523,4835,Brad Thor,2002,The Lions of Lucerne,"The Lions of Lucerne (Scot Harvath, #1)",4.04,18770,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4524,16058610,"Stephen King, Willem Dafoe",1989,Four Past Midnight,One Past Midnight: The Langoliers,3.82,22326,https://images.gr-assets.com/books/1429051428m/102733.jpg
4525,13450339,Elizabeth George Speare,1983,The Sign of the Beaver,The Sign of the Beaver,3.77,20450,https://images.gr-assets.com/books/1362166273m/207569.jpg
4526,83143,"John Fante, Charles Bukowski",1939,Ask the dust ,"Ask the Dust (Arturo Bandini, #3)",4.14,16226,https://images.gr-assets.com/books/1388283697m/46227.jpg
4527,17910124,Rick Bragg,1997,All Over But the Shoutin',All Over But the Shoutin',4.09,21072,https://images.gr-assets.com/books/1327905477m/470495.jpg
4528,18723,"Leigh Nichols, Dean Koontz",1979,The Key to Midnight,The Key to Midnight,3.93,22578,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4529,18079804,"Philip Pullman, Jacob Grimm, Wilhelm Grimm",2012,Grimm Tales for Young and Old,Fairy Tales from the Brothers Grimm: A New English Version,4.11,17219,https://images.gr-assets.com/books/1339554952m/13554713.jpg
4530,53639,Terry Goodkind,1998,"Debt of Bones (The Sword of Truth, #0.5)","Debt of Bones (Sword of Truth, #0.5)",3.85,23279,https://images.gr-assets.com/books/1502300279m/43886.jpg
4531,598117,Milan Kundera,1967,Žert,The Joke,3.99,16464,https://images.gr-assets.com/books/1448044837m/26114.jpg
4532,11337189,Philippa Gregory,2013,The White Princess,"The White Princess (The Plantagenet and Tudor Novels, #5)",3.85,22584,https://images.gr-assets.com/books/1479698298m/12326627.jpg
4533,1970449,Stephen Coonts,1986,Flight of the Intruder,Flight of the Intruder (Jake Grafton #1),4.04,21765,https://images.gr-assets.com/books/1327959569m/377425.jpg
4534,6582637,Susan Cooper,1977,Silver on the Tree,"Silver on the Tree (The Dark is Rising, #5)",4.16,25818,https://images.gr-assets.com/books/1364805592m/11313.jpg
4535,8475505,Enid Bagnold,1935,National Velvet,National Velvet,4.09,22682,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4536,32254,Richard Branson,2011,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",3.97,26225,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4537,73297,"Aristophanes, Sarah Ruden",-411,Λυσιστράτη,Lysistrata,3.84,25758,https://images.gr-assets.com/books/1335892524m/1591.jpg
4538,24814,Elizabeth Kostova,2010,The Swan Thieves,The Swan Thieves,3.53,23399,https://images.gr-assets.com/books/1256542427m/5983057.jpg
4539,12413836,Karen Marie Moning,2012,Iced,"Iced (Fever, #6)",4.13,28890,https://images.gr-assets.com/books/1333022535m/12444166.jpg
4540,10033,Peter Clines,2012,14,14,3.92,20011,https://images.gr-assets.com/books/1338999953m/15062217.jpg
4541,1128437,Gary D. Schmidt,2011,Okay for Now,Okay for Now,4.19,24254,https://images.gr-assets.com/books/1388860777m/9165406.jpg
4542,27333,"Tim LaHaye, Jerry B. Jenkins",1990,"Assassins : Assignment: Jerusalem, Target: Antichrist","Assassins (Left Behind, #6)",3.98,24143,https://images.gr-assets.com/books/1406512196m/85957.jpg
4543,13452375,Joe Abercrombie,2012,Red Country,"Red Country (First Law World, #6)",4.27,19926,https://images.gr-assets.com/books/1333663008m/13521459.jpg
4544,23215469,Pat Conroy,1980,The Lords of Discipline,The Lords of Discipline,4.28,19050,https://images.gr-assets.com/books/1320483838m/85443.jpg
4545,10343389,"Scott Jurek, Steve Friedman",2012,Eat And Run,Eat and Run: My Unlikely Journey to Ultramarathon Greatness,3.95,17376,https://images.gr-assets.com/books/1344746039m/13202092.jpg
4546,18505784,Karin Slaughter,2010,Broken,"Broken (Will Trent, #4)",4.2,22244,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4547,7826116,Elin Hilderbrand,2014,The Matchmaker,The Matchmaker,3.82,19094,https://images.gr-assets.com/books/1395694896m/18656006.jpg
4548,72536,"Tim LaHaye, Jerry B. Jenkins",2000,The Mark: The Beast Rules the World,"The Mark (Left Behind, #8)",4.02,21668,https://images.gr-assets.com/books/1406510315m/50930.jpg
4549,79422,Marisa de los Santos,2008,Belong to Me,Belong to Me,3.84,22521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4550,3157876,Erin Hunter,2005,,"The Darkest Hour (Warriors, #6)",4.52,26949,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4551,643301,James Ellroy,1990,L.A. Confidential,"L.A. Confidential (L.A. Quartet, #3)",4.2,21511,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4552,261331,Louise Penny,2012,The Beautiful Mystery,"The Beautiful Mystery (Chief Inspector Armand Gamache, #8)",4.18,16170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4553,8680418,David Eddings,1989,The Diamond Throne,"The Diamond Throne (The Elenium, #1)",3.93,26150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4554,17456328,"Joss Whedon, Brett Matthews, Will Conrad",2006,"Those Left Behind (Serenity, #1)","Those Left Behind (Serenity, #1)",4.04,23220,https://images.gr-assets.com/books/1403203994m/133765.jpg
4555,12954620,Larry McMurtry,1975,Terms of Endearment,Terms of Endearment,4.15,21352,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4556,244383,Sherrilyn Kenyon,2004,Kiss of the Night,"Kiss of the Night (Dark-Hunter, #4)",4.24,21022,https://images.gr-assets.com/books/1348682795m/84142.jpg
4557,7005479,Madeleine Wickham,1999,The Wedding Girl,The Wedding Girl,3.47,20501,https://images.gr-assets.com/books/1320539465m/474634.jpg
4558,99329,Max Lucado,2000,,He Chose the Nails,4.37,19028,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4559,80176,Carrie Jones,2010,Entice,"Entice (Need, #3)",4.03,28584,https://images.gr-assets.com/books/1305547585m/8069535.jpg
4560,22717015,Ian Fleming,1957,"From Russia, with Love","From Russia With Love (James Bond, #5)",3.88,19802,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4561,89656,T.C. Boyle,1995,The Tortilla Curtain,The Tortilla Curtain,3.64,20921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4562,156533,Melissa Marr,2011,Darkest Mercy,"Darkest Mercy (Wicked Lovely, #5)",4.11,29069,https://images.gr-assets.com/books/1278717537m/6368611.jpg
4563,15096,Emma Straub,2016,Modern Lovers,Modern Lovers,3.45,20453,https://images.gr-assets.com/books/1458657735m/27209486.jpg
4564,63032,R.L. Mathewson,2012,"Checkmate (A Neighbor from Hell, #3)","Checkmate (Neighbor from Hell, #3)",4.15,38343,https://images.gr-assets.com/books/1406585363m/13624367.jpg
4565,2748,Terry Pratchett,2001,The Amazing Maurice and His Educated Rodents ,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",4.04,24279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4566,15799936,"Eugene B. Sledge, Paul Fussell",1981,With The Old Breed: At Peleliu And Okinawa,With the Old Breed: At Peleliu and Okinawa,4.4,16952,https://images.gr-assets.com/books/1297640051m/771332.jpg
4567,93947,"Eleanor Estes, Louis Slobodkin",1944,The Hundred Dresses,The Hundred Dresses,4.07,26136,https://images.gr-assets.com/books/1476941110m/42369.jpg
4568,14965,Sarah Addison Allen,2014,Lost Lake,"Lost Lake (Lost Lake, #1)",3.85,24271,https://images.gr-assets.com/books/1455574760m/13481275.jpg
4569,8960,Meredith Wild,2013,Hardwired,"Hardwired (Hacker, #1)",4.07,9235,https://images.gr-assets.com/books/1374851880m/18244799.jpg
4570,14185,Tracy Chevalier,2013,The Last Runaway,The Last Runaway,3.78,20997,https://images.gr-assets.com/books/1349448072m/15705011.jpg
4571,23128304,Steven Erikson,2004,Midnight Tides,"Midnight Tides (The Malazan Book of the Fallen, #5)",4.34,20725,https://images.gr-assets.com/books/1366996057m/345299.jpg
4572,9598,Kass Morgan,2013,The 100,"The 100 (The 100, #1)",3.56,26762,https://images.gr-assets.com/books/1377012321m/17332969.jpg
4573,8579016,Alexandra Adornetto,2011,Hades,"Hades (Halo, #2)",3.97,27679,https://images.gr-assets.com/books/1478985289m/9666812.jpg
4574,181886,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",2004,Y: The Last Man Vol. 3: One Small Step,"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)",4.22,24954,https://images.gr-assets.com/books/1306252925m/156530.jpg
4575,398323,"Karma Wilson, Jane Chapman",2002,Bear Snores On,Bear Snores On,4.25,24556,https://images.gr-assets.com/books/1344390790m/867248.jpg
4576,51078,Lauren Graham,2016,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between","Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",4.04,30471,https://images.gr-assets.com/books/1492797634m/30253864.jpg
4577,25451555,Gabrielle Zevin,2007,Memoirs of a Teenage Amnesiac,Memoirs of a Teenage Amnesiac,3.7,28373,https://images.gr-assets.com/books/1317793286m/317282.jpg
4578,206196,"Brian Jacques, Gary Chalk",1992,Salamandastron,"Salamandastron (Redwall, #5)",4.05,23723,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4579,102733,Anne Rice,1996,Servant of the Bones,Servant of the Bones,3.7,24324,https://images.gr-assets.com/books/1312931293m/43805.jpg
4580,207569,Holly Black,2007,Ironside: A Modern Faery's Tale,"Ironside (Modern Faerie Tales, #3)",4.04,29416,https://images.gr-assets.com/books/1354844906m/283494.jpg
4581,46227,Melina Marchetta,2008,Finnikin of the Rock,"Finnikin of the Rock (Lumatere Chronicles, #1)",3.93,29401,https://images.gr-assets.com/books/1346007613m/4932435.jpg
4582,470495,"Thomas Hardy, Alexander Theroux",1878,The Return of the Native,The Return of the Native  ,3.84,24957,https://images.gr-assets.com/books/1403182613m/32650.jpg
4583,32433,"Michael Crichton, Richard   Preston",2011,Micro,Micro,3.38,19460,https://images.gr-assets.com/books/1314593813m/11660590.jpg
4584,13554713,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",1947,No Exit and Three Other Plays,No Exit and Three Other Plays,4.09,21841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4585,43886,Greg Bear,1998,"Foundation and Chaos (Second Foundation Trilogy, #2)",Foundation and Chaos (Second Foundation Trilogy #2),4.14,21137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4586,26114,P.D. James,1962,Cover Her Face,Cover Her Face (Adam Dalgliesh #1),3.94,22941,https://images.gr-assets.com/books/1298412294m/3832.jpg
4587,12326627,Kiersten White,2011,Supernaturally,"Supernaturally (Paranormalcy, #2)",3.92,32807,https://images.gr-assets.com/books/1371926956m/8581936.jpg
4588,377425,Terry Brooks,1996,First King of Shannara,"First King of Shannara (The Original Shannara Trilogy, #0)",3.94,22623,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4589,11313,Louise Penny,2010,Bury Your Dead,"Bury Your Dead (Chief Inspector Armand Gamache, #6)",4.33,22391,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4590,225774,Michael Connelly,2007,The Overlook,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)",3.91,21154,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4592,211099,"Nathaniel Hawthorne, Robert S. Levine",1851,The House of the Seven Gables,The House of the Seven Gables,3.45,23797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4593,1591,Erin Hunter,2005,Rising storm,"Rising Storm (Warriors, #4)",4.38,27260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4594,5983057,Glennon Doyle Melton,2016,Love Warrior,Love Warrior,4.1,20094,https://images.gr-assets.com/books/1473164102m/31845516.jpg
4595,12444166,Louise Penny,2009,The Brutal Telling,"The Brutal Telling (Chief Inspector Armand Gamache, #5)",4.23,21381,https://images.gr-assets.com/books/1327952311m/6449551.jpg
4596,15062217,Richard Paul Evans,2011,The Prisoner of Cell 25,"The Prisoner of Cell 25 (Michael Vey, #1)",4.19,24672,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4597,9165406,"W.E.B. Du Bois, Donald B. Gibson, Monica W. Elbert",1903,The Souls of Black Folk,The Souls of Black Folk,4.24,20355,https://images.gr-assets.com/books/1309202855m/318742.jpg
